first_location,first_architecture,first_month,first_consumption_ml_day,first_pressure_p95_pct,second_location,second_architecture,second_month,second_consumption_ml_day,second_pressure_p95_pct,consumption_difference_pct,pressure_ratio,hydrology_source_ids,model_source_id
Council Bluffs,Water-cooled evaporative,9,17.738677344656903,0.0268583640401175,Seattle,Water-cooled evaporative,10,17.40923985865238,1.5614516299414214,1.8571705184307488,58.13651299122798,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,6,17.81615391222984,0.0252018762350568,Seattle,Water-cooled evaporative,6,17.548201323721468,1.4555128445111398,1.5039867180561166,57.75414619672104,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,4,17.322878630919362,0.0279860052292725,Seattle,Water-cooled evaporative,10,17.40923985865238,1.5614516299414214,0.49606547117619776,55.79401622880392,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,5,17.51495985985757,0.0263731574825628,Seattle,Water-cooled evaporative,6,17.548201323721468,1.4555128445111398,0.18942946488175544,55.18917655094899,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,10,17.354214119808915,0.0400988771947495,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,1.344594258643848,55.049884852752655,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,6,17.81615391222984,0.0252018762350568,Seattle,Water-cooled evaporative,5,17.454861151844938,1.379972735117141,2.0278942479100057,54.75674597582321,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,10,17.354214119808915,0.0400988771947495,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,2.002831755995272,54.23038673592561,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,9,17.738677344656903,0.0268583640401175,Seattle,Water-cooled evaporative,6,17.548201323721468,1.4555128445111398,1.073789309284712,54.192163094412074,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,8,17.959874001573567,0.0277012126452436,Seattle,Water-cooled evaporative,6,17.548201323721468,1.4555128445111398,2.2921802113758156,52.543289824572234,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,5,17.51495985985757,0.0263731574825628,Seattle,Water-cooled evaporative,5,17.454861151844938,1.379972735117141,0.34312786608418944,52.32489647967031,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,6,17.81615391222984,0.0252018762350568,Seattle,Water-cooled evaporative,4,17.354130306973452,1.3137358722983885,2.59328476579467,52.12849472179101,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,4,17.322878630919362,0.0279860052292725,Seattle,Water-cooled evaporative,6,17.548201323721468,1.4555128445111398,1.284021585149681,52.0085961746594,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,9,17.738677344656903,0.0268583640401175,Seattle,Water-cooled evaporative,5,17.454861151844938,1.379972735117141,1.5999850907568038,51.37962733157979,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,8,17.959874001573567,0.0277012126452436,Seattle,Water-cooled evaporative,5,17.454861151844938,1.379972735117141,2.8118952821405228,49.81632944340028,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,5,17.51495985985757,0.0263731574825628,Seattle,Water-cooled evaporative,4,17.354130306973452,1.3137358722983885,0.918241058905999,49.813370779247585,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,6,17.81615391222984,0.0252018762350568,Seattle,Water-cooled evaporative,11,17.292650708839894,1.2495704990225598,2.9383626004184293,49.58243931395704,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,4,17.322878630919362,0.0279860052292725,Seattle,Water-cooled evaporative,5,17.454861151844938,1.379972735117141,0.7561361833670338,49.309386023902114,USGS_06610000; USGS_12117500,LEI_MASANET_2022
Council Bluffs,Water-cooled evaporative,9,17.738677344656903,0.0268583640401175,Seattle,Water-cooled evaporative,4,17.354130306973452,1.3137358722983885,2.167845043978325,48.913473297781735,USGS_06610000; USGS_12117500,LEI_MASANET_2022
